detail_item_id,detail_item,sub_type_id,sub_type,major_type_id,major_type,row_count
DT1053,안전난간 설치,SB177,MSS 조립,MJ017,토목 전문공사,2
DT1054,MAIN GIRDER 지조립,SB177,MSS 조립,MJ017,토목 전문공사,3
DT1055,MAIN GIRDER 지조립-고장력볼트조임,SB177,MSS 조립,MJ017,토목 전문공사,4
DT1056,MAIN GIRDER 가벤트 설치 (4회 실시),SB177,MSS 조립,MJ017,토목 전문공사,4
DT1057,SUPPORT BRACKET 설치,SB177,MSS 조립,MJ017,토목 전문공사,4
DT1058,MAIN GIRDER 설치,SB177,MSS 조립,MJ017,토목 전문공사,3
DT1059,노우즈 및 행거 설치(작업발판포함),SB177,MSS 조립,MJ017,토목 전문공사,4
DT1060,트롤리 및 리프트 설치,SB177,MSS 조립,MJ017,토목 전문공사,2
DT1061,External Form 설치(Wood폼포함),SB177,MSS 조립,MJ017,토목 전문공사,6
DT1062,Internal Form 설치(2Span부터 롤링웨건사용),SB177,MSS 조립,MJ017,토목 전문공사,3
DT1063,공통사항,SB177,MSS 조립,MJ017,토목 전문공사,3
DT1064,강교 입고,SB178,강교 거치,MJ017,토목 전문공사,1
DT1065,Rigging Plan,SB178,강교 거치,MJ017,토목 전문공사,1
DT1066,강교 하역,SB178,강교 거치,MJ017,토목 전문공사,2
DT1067,지상조립 & Bolt'g,SB178,강교 거치,MJ017,토목 전문공사,2
DT1068,현장도장 1차(지조립부),SB178,강교 거치,MJ017,토목 전문공사,1
DT1069,강교부위 안전시설,SB178,강교 거치,MJ017,토목 전문공사,1
DT1070,강박스 이동,SB178,강교 거치,MJ017,토목 전문공사,1
DT1071,강교 설치,SB178,강교 거치,MJ017,토목 전문공사,3
DT1072,강교 연결부 Bolt'g,SB178,강교 거치,MJ017,토목 전문공사,2
DT1073,Shoe Setting,SB178,강교 거치,MJ017,토목 전문공사,1
DT1074,강교 측면 안전시설,SB178,강교 거치,MJ017,토목 전문공사,3
DT1075,강교도장 2차(접속부 및 전체),SB178,강교 거치,MJ017,토목 전문공사,1
DT1076,제작장 정리,SB179,PSC BEAM 제작,MJ017,토목 전문공사,2
DT1077,철근가공장 Setting 및 철근가공,SB179,PSC BEAM 제작,MJ017,토목 전문공사,2
DT1078,철근 조립,SB179,PSC BEAM 제작,MJ017,토목 전문공사,2
DT1079,거푸집 설치,SB179,PSC BEAM 제작,MJ017,토목 전문공사,2
DT1080,Con'c 타설,SB179,PSC BEAM 제작,MJ017,토목 전문공사,3
DT1081,거푸집 해체,SB179,PSC BEAM 제작,MJ017,토목 전문공사,1
DT1082,인장/유지,SB179,PSC BEAM 제작,MJ017,토목 전문공사,1
DT1083,준비작업(안전시설물 설치),SB180,교량 슬라브,MJ017,토목 전문공사,4
DT1084,슬라브 거푸집 조립(C 형강설치),SB180,교량 슬라브,MJ017,토목 전문공사,5
DT1085,슬라브 거푸집 조립(장선 및 거푸집 설치),SB180,교량 슬라브,MJ017,토목 전문공사,5
DT1086,슬라브 거푸집 조립(켄틸레바 설치 작업),SB180,교량 슬라브,MJ017,토목 전문공사,5
DT1087,슬라브 거푸집 조립(켄틸레바 위 장선작업),SB180,교량 슬라브,MJ017,토목 전문공사,5
DT1088,철근 조립,SB180,교량 슬라브,MJ017,토목 전문공사,3
DT1089,면고르기,SB180,교량 슬라브,MJ017,토목 전문공사,2
DT1090,콘크리트 타설,SB180,교량 슬라브,MJ017,토목 전문공사,5
DT1091,거푸집 해체,SB180,교량 슬라브,MJ017,토목 전문공사,3
DT1092,"Main Rail, Rear Bogie 설치",SB181,FCM 설치,MJ017,토목 전문공사,2
DT1093,Main Frame 설치,SB181,FCM 설치,MJ017,토목 전문공사,3
DT1094,Rear Truss 설치,SB181,FCM 설치,MJ017,토목 전문공사,2
DT1095,"Cross Arms, Front Beam",SB181,FCM 설치,MJ017,토목 전문공사,2
DT1096,내ㆍ외부 Form 설치,SB181,FCM 설치,MJ017,토목 전문공사,3
DT1097,"Bottom Form, 하부작업대",SB181,FCM 설치,MJ017,토목 전문공사,4
DT1098,상부작업대 및 합판거푸집 설치,SB181,FCM 설치,MJ017,토목 전문공사,3
DT1099,Main Rail 이동,SB182,FCM 이동,MJ017,토목 전문공사,2
DT1100,거푸집 Lowering,SB182,FCM 이동,MJ017,토목 전문공사,3
DT1101,F/T Lunching,SB182,FCM 이동,MJ017,토목 전문공사,3
DT1102,F/T 고정,SB182,FCM 이동,MJ017,토목 전문공사,2
DT1103,Form 설치,SB182,FCM 이동,MJ017,토목 전문공사,3
DT1104,내부 거푸집 다운 및 Bottom Form 해체,SB183,FCM 해체,MJ017,토목 전문공사,3
DT1105,F/T 작업발판 해체 및 외부 Form 해체,SB183,FCM 해체,MJ017,토목 전문공사,3
DT1106,"Cross Arms, Front Beam 해체",SB183,FCM 해체,MJ017,토목 전문공사,3
DT1107,Rear Frame 해체,SB183,FCM 해체,MJ017,토목 전문공사,3
DT1108,Main Frame 해체,SB183,FCM 해체,MJ017,토목 전문공사,3
DT1109,"Mail Rail, Rear Bogie 해체",SB183,FCM 해체,MJ017,토목 전문공사,3
DT1110,터파기 및 버림 Con'C 타설,SB184,라멘교,MJ017,토목 전문공사,5
DT1111,기초철근 및 거푸집 설치,SB184,라멘교,MJ017,토목 전문공사,2
DT1112,기초 Con'C 타설,SB184,라멘교,MJ017,토목 전문공사,3
DT1113,구체 1단 철근 및  거푸집 설치,SB184,라멘교,MJ017,토목 전문공사,3
DT1114,구체 1단 Con'C 타설,SB184,라멘교,MJ017,토목 전문공사,3
DT1115,되메우기 및 뒷채움,SB184,라멘교,MJ017,토목 전문공사,2
DT1116,거푸집 동바리 및 구체 2단 슬라브 철근 조립 및 거푸집 설치,SB184,라멘교,MJ017,토목 전문공사,3
DT1117,구체2단 및 SLAB Con'C 타설,SB184,라멘교,MJ017,토목 전문공사,4
DT1118,양생 및 거푸집 해체,SB184,라멘교,MJ017,토목 전문공사,1
DT1119,시공 이음부 CHIPPING 및 슈 고정장치 설치,SB185,교량받침,MJ017,토목 전문공사,6
DT1120,슈거치 후 E.L 및 Location 조정 작업,SB185,교량받침,MJ017,토목 전문공사,1
DT1121,무수축 몰탈 타설,SB185,교량받침,MJ017,토목 전문공사,3
DT1122,터파기,SB186,BOX교,MJ017,토목 전문공사,4
DT1123,버림거푸집 및 Con'C 타설,SB186,BOX교,MJ017,토목 전문공사,5
DT1124,기초거푸집 철근조립 및CON'C 타설,SB186,BOX교,MJ017,토목 전문공사,12
DT1125,내부 강재폼 설치,SB186,BOX교,MJ017,토목 전문공사,3
DT1126,벽체 및 슬라브 철근조립 및 외부 강재품 설치,SB186,BOX교,MJ017,토목 전문공사,5
DT1127,벽체 및 슬라브 CON'C 타설 및 양생,SB186,BOX교,MJ017,토목 전문공사,6
DT1128,PT 긴장작업,SB186,BOX교,MJ017,토목 전문공사,1
DT1129,"내,외부 강재폼 해체",SB186,BOX교,MJ017,토목 전문공사,5
DT1130,저수호안 토공 법면정리,SB187,호안사석,MJ017,토목 전문공사,3
DT1131,사석반입,SB187,호안사석,MJ017,토목 전문공사,3
DT1132,기초사석설치,SB187,호안사석,MJ017,토목 전문공사,2
DT1133,하부 필터매트 설치,SB187,호안사석,MJ017,토목 전문공사,1
DT1134,돌망태 설치,SB187,호안사석,MJ017,토목 전문공사,2
DT1135,마무리 사석설치,SB187,호안사석,MJ017,토목 전문공사,2
DT1136,작업준비 작업도구 사전점검 천공작업,SB188,터널굴착,MJ017,토목 전문공사,3
DT1137,장약 및 발파작업,SB188,터널굴착,MJ017,토목 전문공사,12
DT1138,버럭처리 및 운반,SB188,터널굴착,MJ017,토목 전문공사,5
DT1139,부석 제거,SB188,터널굴착,MJ017,토목 전문공사,2
DT1140,지보 설치,SB188,터널굴착,MJ017,토목 전문공사,9
DT1141,락볼트 설치,SB188,터널굴착,MJ017,토목 전문공사,1
DT1142,숏크리트 타설,SB188,터널굴착,MJ017,토목 전문공사,6
DT1143,라이닝 폼 설계,SB189,라이닝폼제작,MJ017,토목 전문공사,1
DT1144,라이닝 자재 확인,SB189,라이닝폼제작,MJ017,토목 전문공사,1
DT1145,"작업준비, 작업도구, 현장자재 반입작업",SB189,라이닝폼제작,MJ017,토목 전문공사,3
DT1146,주기둥 H-beam 종방향 조립,SB189,라이닝폼제작,MJ017,토목 전문공사,6
DT1147,발판ㆍ안전난간대 조립,SB189,라이닝폼제작,MJ017,토목 전문공사,4
DT1148,상부ㆍ날개 새들 조립,SB189,라이닝폼제작,MJ017,토목 전문공사,4
DT1149,보강 channel 조립,SB189,라이닝폼제작,MJ017,토목 전문공사,4
DT1150,Skin plate 조립,SB189,라이닝폼제작,MJ017,토목 전문공사,5
DT1151,마구리ㆍ점검창,SB189,라이닝폼제작,MJ017,토목 전문공사,3
DT1152,유압잭ㆍ구동장치,SB189,라이닝폼제작,MJ017,토목 전문공사,4
DT1153,샌딩 및 시운전,SB189,라이닝폼제작,MJ017,토목 전문공사,4
DT1154,공동구 터파기,SB190,배수공동구,MJ017,토목 전문공사,2
DT1155,거푸집 조립,SB190,배수공동구,MJ017,토목 전문공사,3
DT1156,콘크리트 버림타설,SB190,배수공동구,MJ017,토목 전문공사,6
DT1157,배수관 설치,SB190,배수공동구,MJ017,토목 전문공사,1
DT1158,철근배근,SB190,배수공동구,MJ017,토목 전문공사,3
DT1159,거푸집 설치,SB190,배수공동구,MJ017,토목 전문공사,4
DT1160,콘크리트 타설,SB190,배수공동구,MJ017,토목 전문공사,1
DT1161,장비적재,SB191,TBM 장비반입,MJ017,토목 전문공사,4
DT1162,운반,SB191,TBM 장비반입,MJ017,토목 전문공사,3
DT1163,현장 하역,SB191,TBM 장비반입,MJ017,토목 전문공사,2
DT1164,쉴드 TBM 장비 조립,SB192,TBM 장비조립,MJ017,토목 전문공사,4
DT1165,쉴드 TBM 장비 해체,SB192,TBM 장비조립,MJ017,토목 전문공사,4
DT1166,쉴드 반력대 설치,SB193,TBM 장비 반력대 설치,MJ017,토목 전문공사,2
DT1167,쉴드 받침대 설치,SB193,TBM 장비 반력대 설치,MJ017,토목 전문공사,2
DT1168,플랜트 설치,SB194,TBM 뒷채움,MJ017,토목 전문공사,2
DT1169,현장 배합,SB194,TBM 뒷채움,MJ017,토목 전문공사,1
DT1170,현장 주입,SB194,TBM 뒷채움,MJ017,토목 전문공사,3
DT1171,유지관리,SB194,TBM 뒷채움,MJ017,토목 전문공사,1
DT1172,배관 설치,SB195,TBM 콘크리트 타설,MJ017,토목 전문공사,2
DT1173,가공 및 조립,SB195,TBM 콘크리트 타설,MJ017,토목 전문공사,2
DT1174,거푸집 설치,SB195,TBM 콘크리트 타설,MJ017,토목 전문공사,3
DT1175,콘크리트 타설,SB195,TBM 콘크리트 타설,MJ017,토목 전문공사,2
DT1176,"혼합골재 운반, 보조기층/ 선택층 포설",SB196,기층포설 및 다짐,MJ017,토목 전문공사,1
DT1177,포설후 다짐,SB196,기층포설 및 다짐,MJ017,토목 전문공사,2
DT1178,프라임코트 포설 및 양생,SB196,기층포설 및 다짐,MJ017,토목 전문공사,1
DT1179,아스팔트 혼합물 포설,SB196,기층포설 및 다짐,MJ017,토목 전문공사,1
DT1180,아스팔트혼합물(기층)다짐,SB196,기층포설 및 다짐,MJ017,토목 전문공사,1
DT1181,택코트 포설 및 양생,SB196,기층포설 및 다짐,MJ017,토목 전문공사,1
DT1182,아스팔트혼합물(표층)다짐,SB196,기층포설 및 다짐,MJ017,토목 전문공사,1
DT1183,준설선 작업장소 예인,SB197,그라브준설,MJ017,토목 전문공사,2
DT1184,준설선 앵커 작업,SB197,그라브준설,MJ017,토목 전문공사,2
DT1185,준설토 적치 부선 접안,SB197,그라브준설,MJ017,토목 전문공사,4
DT1186,준설,SB197,그라브준설,MJ017,토목 전문공사,4
DT1187,침설관/해상관 연결 설치,SB198,펌프준설,MJ017,토목 전문공사,3
DT1188,해륙관 연결,SB198,펌프준설,MJ017,토목 전문공사,3
DT1189,본선 셋팅,SB198,펌프준설,MJ017,토목 전문공사,2
DT1190,준설 및 정비,SB198,펌프준설,MJ017,토목 전문공사,3
DT1191,준설토 정지,SB198,펌프준설,MJ017,토목 전문공사,1
DT1192,사석 상차,SB199,사석고르기,MJ017,토목 전문공사,4
DT1193,사석 선적,SB199,사석고르기,MJ017,토목 전문공사,3
DT1194,사석바지 예인,SB199,사석고르기,MJ017,토목 전문공사,2
DT1195,사석 투하 장비 앵커링,SB199,사석고르기,MJ017,토목 전문공사,2
DT1196,사석 투하,SB199,사석고르기,MJ017,토목 전문공사,2
DT1197,사석 고르기,SB199,사석고르기,MJ017,토목 전문공사,5
DT1198,사석 수중 고르기,SB199,사석고르기,MJ017,토목 전문공사,3
DT1199,잠수장비 관리,SB199,사석고르기,MJ017,토목 전문공사,3
DT1200,저판(기초) STEEL FORM SETTING,SB200,케이슨제작,MJ017,토목 전문공사,3
DT1201,철근조립,SB200,케이슨제작,MJ017,토목 전문공사,3
DT1202,STEEL FORM 조립작업,SB200,케이슨제작,MJ017,토목 전문공사,3
DT1203,CON'C 타설 작업,SB200,케이슨제작,MJ017,토목 전문공사,3
DT1204,STEEL FORM 해체/인상,SB200,케이슨제작,MJ017,토목 전문공사,4
DT1205,케이슨 면보수 및 차수판 설치작업,SB200,케이슨제작,MJ017,토목 전문공사,3
DT1206,상부 안전난간대 설치,SB201,케이슨거치,MJ017,토목 전문공사,2
DT1207,상부 발판설치,SB201,케이슨거치,MJ017,토목 전문공사,2
DT1208,조금구 체결,SB201,케이슨거치,MJ017,토목 전문공사,2
DT1209,DEVICE 체결,SB201,케이슨거치,MJ017,토목 전문공사,2
DT1210,FD 예인,SB201,케이슨거치,MJ017,토목 전문공사,3
DT1211,FD 진수,SB201,케이슨거치,MJ017,토목 전문공사,1
DT1212,케이슨 DOCK OUT,SB201,케이슨거치,MJ017,토목 전문공사,4
DT1213,케이슨 예인,SB201,케이슨거치,MJ017,토목 전문공사,3
DT1214,케이슨 정위치 조정,SB201,케이슨거치,MJ017,토목 전문공사,3
DT1215,케이슨 충수,SB201,케이슨거치,MJ017,토목 전문공사,2
DT1216,차수판 해체,SB201,케이슨거치,MJ017,토목 전문공사,3
DT1217,케이슨 가거치,SB201,케이슨거치,MJ017,토목 전문공사,1
DT1218,준설선 작업장소 예인,SB202,케이슨 속채움,MJ017,토목 전문공사,2
DT1219,준설선 앵커 작업,SB202,케이슨 속채움,MJ017,토목 전문공사,2
DT1220,준설토 적치 부선 접안,SB202,케이슨 속채움,MJ017,토목 전문공사,4
DT1221,케이슨 속채움 작업,SB202,케이슨 속채움,MJ017,토목 전문공사,5
DT1222,거푸집 청소,SB203,TTP제작,MJ017,토목 전문공사,1
DT1223,박리제 도포,SB203,TTP제작,MJ017,토목 전문공사,2
DT1224,거푸집 조립,SB203,TTP제작,MJ017,토목 전문공사,2
DT1225,CON'C 타설,SB203,TTP제작,MJ017,토목 전문공사,5
DT1226,거푸집 탈형,SB203,TTP제작,MJ017,토목 전문공사,3
DT1227,이적/전치,SB203,TTP제작,MJ017,토목 전문공사,2
DT1228,블럭 선적,SB204,TTP설치,MJ017,토목 전문공사,2
DT1229,B/G 이동,SB204,TTP설치,MJ017,토목 전문공사,2
DT1230,B/G 셋팅,SB204,TTP설치,MJ017,토목 전문공사,2
DT1231,수상부 블럭거치,SB204,TTP설치,MJ017,토목 전문공사,1
DT1232,수중부 블럭거치,SB204,TTP설치,MJ017,토목 전문공사,2
DT1233,블록 상차,SB205,블록거치,MJ017,토목 전문공사,2
DT1234,블록 운반,SB205,블록거치,MJ017,토목 전문공사,1
DT1235,블록 선적,SB205,블록거치,MJ017,토목 전문공사,3
DT1236,블록 바지선 예인,SB205,블록거치,MJ017,토목 전문공사,2
DT1237,블록 거치,SB205,블록거치,MJ017,토목 전문공사,4
DT1238,거푸집 제작,SB206,상치지보공,MJ017,토목 전문공사,2
DT1239,거푸집 거치,SB206,상치지보공,MJ017,토목 전문공사,2
DT1240,거푸집 세팅,SB206,상치지보공,MJ017,토목 전문공사,2
DT1241,Con'c 타설,SB206,상치지보공,MJ017,토목 전문공사,4
DT1242,양생 후 거푸집 탈형,SB206,상치지보공,MJ017,토목 전문공사,3
DT1243,JACKET 해상운반,SB207,JACKER 설치,MJ017,토목 전문공사,1
DT1244,해상 크레인 인양 및 턴 어라운드,SB207,JACKER 설치,MJ017,토목 전문공사,4
DT1245,자켓 가거치 및 작업대 설치,SB207,JACKER 설치,MJ017,토목 전문공사,1
DT1246,자켓 정거치 및 파일 입공,SB207,JACKER 설치,MJ017,토목 전문공사,2
DT1247,자켓파일 항타,SB207,JACKER 설치,MJ017,토목 전문공사,1
DT1248,작업대 세팅,SB207,JACKER 설치,MJ017,토목 전문공사,3
DT1249,굴착 및 PINPILE 설치,SB207,JACKER 설치,MJ017,토목 전문공사,3
DT1250,그라우팅,SB207,JACKER 설치,MJ017,토목 전문공사,2
DT1251,"두부정리 및 SHIMPLATE, CROWN 설치",SB207,JACKER 설치,MJ017,토목 전문공사,3
DT1252,DECK PLATE 설치,SB207,JACKER 설치,MJ017,토목 전문공사,2
DT1253,철근배근 및 거푸집 설치,SB207,JACKER 설치,MJ017,토목 전문공사,3
DT1254,콘크리트 타설,SB207,JACKER 설치,MJ017,토목 전문공사,2
DT1255,작업대 설치,SB208,COPING 구조물,MJ017,토목 전문공사,3
DT1256,가기설 H-BEAM 설치,SB208,COPING 구조물,MJ017,토목 전문공사,4
DT1257,HEAD BEAM 설치,SB208,COPING 구조물,MJ017,토목 전문공사,3
DT1258,거푸집 설치,SB208,COPING 구조물,MJ017,토목 전문공사,5
DT1259,철근배근,SB208,COPING 구조물,MJ017,토목 전문공사,4
DT1260,외부거푸집 설치,SB208,COPING 구조물,MJ017,토목 전문공사,1
DT1261,콘크리트 타설,SB208,COPING 구조물,MJ017,토목 전문공사,2
DT1262,거푸집 해체,SB208,COPING 구조물,MJ017,토목 전문공사,3
DT1263,굴착 작업,SB209,부단수 천공,MJ017,토목 전문공사,5
DT1264,수직구 작업,SB209,부단수 천공,MJ017,토목 전문공사,3
DT1265,제작장 부지 조성,SB210,제작장 설치,MJ017,토목 전문공사,8
DT1266,제작장 설치,SB210,제작장 설치,MJ017,토목 전문공사,8
DT1267,슬립 폼 제작,SB211,슬립 폼,MJ017,토목 전문공사,9
DT1268,슬립 폼 인양,SB211,슬립 폼,MJ017,토목 전문공사,11
DT1269,슬립 폼 해체,SB211,슬립 폼,MJ017,토목 전문공사,11
DT1270,부재 반입,SB212,강교설치,MJ017,토목 전문공사,13
DT1271,"강교 부재 운반, 인양",SB212,강교설치,MJ017,토목 전문공사,15
DT1272,강교 부재 조립,SB212,강교설치,MJ017,토목 전문공사,12
DT1273,강교 슬라브 시공,SB212,강교설치,MJ017,토목 전문공사,9
DT1274,PSC 교량 거더 제작,SB213,PSC교량,MJ017,토목 전문공사,8
DT1275,PSC 교량 거더 인양 및 상차,SB213,PSC교량,MJ017,토목 전문공사,7
DT1276,PSC 교량 거더 운반,SB213,PSC교량,MJ017,토목 전문공사,8
DT1277,PSC 교량 거더 인양 및 거치,SB213,PSC교량,MJ017,토목 전문공사,9
DT1278,PSC 교량 Cross Beam,SB213,PSC교량,MJ017,토목 전문공사,7
DT1279,PSC 교량 슬라브 시공,SB213,PSC교량,MJ017,토목 전문공사,13
DT1280,포장 장비 반입,SB214,포장,MJ017,토목 전문공사,7
DT1281,포장 시공,SB214,포장,MJ017,토목 전문공사,8
DT1282,포설 및 다짐,SB215,포설 및 다짐,MJ017,토목 전문공사,10
DT1283,수직구 보강,SB216,수직구,MJ017,토목 전문공사,7
DT1284,수직구 굴착,SB216,수직구,MJ017,토목 전문공사,6
DT1285,수직구 토사반출,SB216,수직구,MJ017,토목 전문공사,9
DT1286,수직구 흙막이 지보공 시공,SB216,수직구,MJ017,토목 전문공사,12
DT1287,갱구부 벌목 및 표토제거,SB217,갱구부,MJ017,토목 전문공사,10
DT1288,갱구부 보강,SB217,갱구부,MJ017,토목 전문공사,11
DT1289,터널 강지보,SB218,터널보강,MJ017,토목 전문공사,10
DT1290,터널 숏크리트,SB218,터널보강,MJ017,토목 전문공사,9
DT1291,터널 락볼트,SB218,터널보강,MJ017,토목 전문공사,11
DT1292,터널 특수보강,SB218,터널보강,MJ017,토목 전문공사,12
DT1293,터널 방수시트 설치,SB219,터널방수,MJ017,토목 전문공사,8
DT1294,추진코(NOSE) 설치,SB220,ILM,MJ017,토목 전문공사,3
DT1295,"내,외부 거푸집 설치",SB220,ILM,MJ017,토목 전문공사,4
DT1296,내부 철근 조립,SB220,ILM,MJ017,토목 전문공사,1
DT1297,강선 인장,SB220,ILM,MJ017,토목 전문공사,2
DT1298,Sliding pad 삽입 및 Shoe 용접,SB220,ILM,MJ017,토목 전문공사,2
DT1299,거더 설치,SB220,ILM,MJ017,토목 전문공사,1
DT1300,강선 삽입 및 내부 인장작업,SB220,ILM,MJ017,토목 전문공사,2
DT1301,특수교량 작업 (사장교),SB221,사장교,MJ017,토목 전문공사,17
DT1302,특수교량 작업 (현수교),SB222,현수교,MJ017,토목 전문공사,13
DT1303,특수댐(양수발전용),SB223,특수댐,MJ017,토목 전문공사,9
DT1304,콘크리트 뱃칭 플랜트,SB224,가설플랜트,MJ017,토목 전문공사,9
DT1305,숏크리트 플랜트,SB224,가설플랜트,MJ017,토목 전문공사,6
DT1306,크라샤 플랜트,SB224,가설플랜트,MJ017,토목 전문공사,6
DT1307,작업준비,SB225,피복석/사석(잠수),MJ017,토목 전문공사,2
DT1308,잠수,SB225,피복석/사석(잠수),MJ017,토목 전문공사,7
DT1309,피복석 고르기,SB225,피복석/사석(잠수),MJ017,토목 전문공사,2
DT1310,피복석 반입,SB225,피복석/사석(잠수),MJ017,토목 전문공사,1
DT1311,피복석 투하,SB225,피복석/사석(잠수),MJ017,토목 전문공사,2
DT1312,준비작업,SB226,누수감지센서,MJ017,토목 전문공사,2
DT1313,누수감지 센서 설치,SB226,누수감지센서,MJ017,토목 전문공사,4
DT1314,작업종료,SB226,누수감지센서,MJ017,토목 전문공사,1
DT1315,사석투하,SB227,물양장 설치,MJ017,토목 전문공사,7
DT1316,블록 제작 / 거치,SB227,물양장 설치,MJ017,토목 전문공사,6
DT1317,CAP 콘크리트,SB227,물양장 설치,MJ017,토목 전문공사,5
DT1318,포장공사,SB227,물양장 설치,MJ017,토목 전문공사,4
DT1319,피복석 투하 / 고르기,SB227,물양장 설치,MJ017,토목 전문공사,3
DT1320,Base Plat 설치,SB228,초고압기기 설치,MJ017,토목 전문공사,3
DT1321,GIS 설치,SB228,초고압기기 설치,MJ017,토목 전문공사,7
DT1322,변압기 설치,SB228,초고압기기 설치,MJ017,토목 전문공사,5
DT1323,Bus Duct 설치,SB228,초고압기기 설치,MJ017,토목 전문공사,5
DT1324,수배전반 설치,SB228,초고압기기 설치,MJ017,토목 전문공사,9
DT1325,SCADA 설치,SB228,초고압기기 설치,MJ017,토목 전문공사,7
DT1326,Tray 설치,SB228,초고압기기 설치,MJ017,토목 전문공사,4
DT1327,Cable 포설,SB228,초고압기기 설치,MJ017,토목 전문공사,3
DT1328,케이블선적,SB229,해상케이블 포설,MJ017,토목 전문공사,1
DT1329,케이블포설 (텐셔너 관리),SB229,해상케이블 포설,MJ017,토목 전문공사,3
DT1330,케이블포설 (케이블 웨이 관리),SB229,해상케이블 포설,MJ017,토목 전문공사,3
DT1331,선박작업 (갑판작업),SB229,해상케이블 포설,MJ017,토목 전문공사,3
DT1332,선박작업 (크레인운용),SB229,해상케이블 포설,MJ017,토목 전문공사,3
DT1333,선박작업 (윈치운용),SB229,해상케이블 포설,MJ017,토목 전문공사,4
DT1334,선박작업 (접근선박 관리),SB229,해상케이블 포설,MJ017,토목 전문공사,3
DT1335,선박작업 (승ㆍ하선 관리),SB229,해상케이블 포설,MJ017,토목 전문공사,3
DT1336,Buoy 부착,SB229,해상케이블 포설,MJ017,토목 전문공사,1
DT1337,케이블 견인 (윈치사용),SB229,해상케이블 포설,MJ017,토목 전문공사,1
DT1338,스톤백 제작 및 인양,SB229,해상케이블 포설,MJ017,토목 전문공사,2
DT1339,케이블 매설 (ROV Trencher),SB229,해상케이블 포설,MJ017,토목 전문공사,1
DT1340,육양작업,SB229,해상케이블 포설,MJ017,토목 전문공사,3
DT1341,잠수작업,SB229,해상케이블 포설,MJ017,토목 전문공사,7
DT1342,자재 하역,SB230,거더 제작 및 거치,MJ017,토목 전문공사,1
DT1343,철근 가공,SB230,거더 제작 및 거치,MJ017,토목 전문공사,2
DT1344,부지 조성 및 받침대 설치,SB230,거더 제작 및 거치,MJ017,토목 전문공사,2
DT1345,철근 조립 및 쉬즈관 설치,SB230,거더 제작 및 거치,MJ017,토목 전문공사,2
DT1346,거푸집 조립 및 해체,SB230,거더 제작 및 거치,MJ017,토목 전문공사,5
DT1347,콘크리트 타설,SB230,거더 제작 및 거치,MJ017,토목 전문공사,3
DT1348,강연선 삽입 및 컷팅,SB230,거더 제작 및 거치,MJ017,토목 전문공사,2
DT1349,거더 인장,SB230,거더 제작 및 거치,MJ017,토목 전문공사,2
DT1350,그라우팅,SB230,거더 제작 및 거치,MJ017,토목 전문공사,2
DT1351,상차운반,SB230,거더 제작 및 거치,MJ017,토목 전문공사,3
DT1352,거더 거치,SB230,거더 제작 및 거치,MJ017,토목 전문공사,2
DT1353,전도방지 및 용접,SB230,거더 제작 및 거치,MJ017,토목 전문공사,2
DT1354,자재하역 및 운반,SB231,심층혼합처리(DCM)공법,MJ017,토목 전문공사,3
DT1355,리더 조립 및 구조물 거치,SB231,심층혼합처리(DCM)공법,MJ017,토목 전문공사,3
DT1356,콘크리트 타설,SB231,심층혼합처리(DCM)공법,MJ017,토목 전문공사,2
DT1357,DCM 작업(천공 및 교반),SB231,심층혼합처리(DCM)공법,MJ017,토목 전문공사,9
DT1358,작업준비,SB232,할석,MJ018,기타공사,2
DT1359,B/T 비계 및 작업발판,SB232,할석,MJ018,기타공사,2
DT1360,작업 실시,SB232,할석,MJ018,기타공사,7
DT1361,해체작업,SB232,할석,MJ018,기타공사,3
DT1362,정리정돈,SB232,할석,MJ018,기타공사,1
DT1363,자재반입/적재,SB233,골조단열,MJ018,기타공사,2
DT1364,자재양중,SB233,골조단열,MJ018,기타공사,1
DT1365,열선 이용 절단 / 천공,SB233,골조단열,MJ018,기타공사,3
DT1366,작업준비,SB234,단열뿜칠,MJ018,기타공사,3
DT1367,보양비닐 작업,SB234,단열뿜칠,MJ018,기타공사,1
DT1368,뿜칠 작업,SB234,단열뿜칠,MJ018,기타공사,7
DT1369,작업종료,SB234,단열뿜칠,MJ018,기타공사,1
DT1370,작업전 확인사항,SB235,철거공사,MJ018,기타공사,3
DT1371,구조물 철거,SB235,철거공사,MJ018,기타공사,17
DT1372,살수작업,SB235,철거공사,MJ018,기타공사,4
DT1373,철거 폐기물 선별 및 상차,SB235,철거공사,MJ018,기타공사,2
DT1374,되메우기 작업,SB235,철거공사,MJ018,기타공사,1
DT1375,폐자재 반출,SB235,철거공사,MJ018,기타공사,1
DT1376,장비 및 자재 점검,SB236,P.P마대쌓기,MJ018,기타공사,2
DT1377,작업구역 사전통제,SB236,P.P마대쌓기,MJ018,기타공사,1
DT1378,톤마대 담기 및 운반,SB236,P.P마대쌓기,MJ018,기타공사,1
DT1379,설치,SB236,P.P마대쌓기,MJ018,기타공사,1
DT1380,현장정리,SB236,P.P마대쌓기,MJ018,기타공사,1
DT1381,작업준비,SB237,폐기물 정리,MJ018,기타공사,1
DT1382,폐기물 절단,SB237,폐기물 정리,MJ018,기타공사,2
DT1383,폐기물 소운반,SB237,폐기물 정리,MJ018,기타공사,4
DT1384,폐기물 장비운반,SB237,폐기물 정리,MJ018,기타공사,5
